Název,Adresa,Lat.,Lon.,Followers,events 
TJ Sokol Křimice,Plzeňská 158/17,49.7579,13.3135,1,0
Kino Otava,Strakonická 16,49.3225,13.7015,1,0
Rybízák,Frýdlantská 770,49.6714,18.347,1,0
Statek U Jelínků,Bylany 25,49.9378,15.2351,1,0
Letní scéna v zámeckém parku Slavičín,Misárkova,49.0903,17.8748,1,0
Comoedien-Haus,Kuks 51,50.4013,15.8909,1,0
U zahrady,Ostrov Štvanice 858,50.0957,14.436,1,0
Koliba Praha,Gregorova 2298/8,50.0357,14.4777,1,0
Kostel sv. Bartoloměje,Prelátská 12/10,50.0978,14.5475,1,0
Dětská galerie Lapidárium,Klášterní 1,50.5861,16.3342,1,0
Restaurace U Pelikána,"Mrštíkovo nám. 6/14, Hejčín, 779 00 ",49.6056,17.243,1,0
Velký sál,Kolbenova 923/34,50.1105,14.5111,1,0
Hotel Monica,Vlnitá 1710/31a,50.0366,14.4172,1,0
Kino Soběslav,Nerudova 424,49.2569,14.723,1,0
KD města Soběslavi,Jirsíkova 34,49.2608,14.7165,1,0
Čajovna – múzický klub,náměstí Míru 386,49.2854,17.6844,1,0
ParaZoo Vlašim,Pláteníkova 264,49.707,14.8969,1,0
Zámecký klub Hranice,Pernštejnské náměstí,49.5498,17.735,1,0
Kino Oko,Komenského 29,49.2573,13.9044,1,0
Kino Panorama,Bezručova 838,49.4642,18.1417,1,0
Fakulta restaurování Univerzity Pardubice,Jiráskova 3,49.8728,16.3144,1,0
Klub Paladium,Bratislavská 3004/2,48.8467,17.126,1,0
Café Restaurant Záložna,nám. Přemysla Otakara 762,49.7018,17.0761,1,0
Club 292,"Piaristů 11/292, 69201 ",48.8033,16.6352,1,0
Prostor,"Hradní 3, 68001",49.4855,16.6612,1,0
Hřiště SK Svatá Máří Magdaléna,Svatá Maří,49.0667,13.8312,1,0
Městská knihovna v Přerově,Žerotínovo náměstí 211/36,49.4547,17.4523,1,0
Synagoga,"U tržiště 10,  Břeclav",48.7584,16.8825,1,0
Městský dům kultury Elektra Luhačovice,Masarykova 950,49.101,17.7587,1,0
Klub Teplo,Horní  náměstí 9        ,49.4553,17.4523,1,0
Vykulená Sova,tř. Národní svobody 32/11,49.3102,14.1435,1,0
Amfík Bukovina,Popovice 379,49.0615,17.517,1,0
Spolkový dům Chrudim,Palackého tř.,49.9496,15.7886,1,0
Pogo bar,"Tovačovského sady 1658, 67602",49.0525,15.8077,1,0
Centrum kultury města Písek,nábř. 1. máje 1605,49.3121,14.1466,1,0
Galerie 2+1,U Nádraží 602,49.3004,14.4761,1,0
Městské muzeum Bechyně,nám. T.G.Masaryka 140,49.2952,14.4681,1,0
JohnBar Club,Hlavní třída 288/10,49.9656,16.9758,1,0
Muzeum Jana Amose Komenského,Přemysla Otakara II. 37,49.0276,17.6458,1,0
Knihovna Františka Kožíka Uherský Brod,Kaunicova 77,49.0252,17.6474,1,0
Kino Máj,náměstí 1. máje,49.0287,17.6574,1,0
Galerie Znovín," Loucká 3622/29, 671 81 ",48.8398,16.0571,1,0
Kulturní dům Střelnice,Vančurova 378,50.631,15.6107,1,0
Muzeum Šumavy Sušice,nám. Svobody 40,49.2304,13.5204,1,0
Kino Svět,"Havlíčkova 968/7, 669 02",48.857,16.0545,1,0
Městská knihovna Jaroměř,Vojtěcha Probošta 180,50.3536,15.9171,1,0
Boučkovo loutkové divadlo,Albieriho 238,50.3525,15.9178,1,0
Klenotnice drahých kamenů,F. F. Procházky 70,50.2944,15.3049,1,0
Muzeum Podkrkonoší,Školní 150,50.5621,15.9135,1,0
Kaple Panny Marie,Dobrá voda 3871,50.7079,15.1642,1,0
Koupaliště Vápenka,Ještědská 555/22,50.7379,15.0112,1,0
Hvězdárna Kroměříž,Braunerova 2705/37,49.2962,17.4191,1,0
KD Vésky,Nová 92,49.045,17.4985,1,0
KD Sady,Solná cesta 311,49.0515,17.4807,1,0
Kostel Nejsvětějšího Srdce Ježíšova,Horní náměstí,50.7265,15.1707,1,0
DDM Větrník,Riegrova 16,50.7764,15.0799,1,0
Lapidárium – Příběh kamene,Denisova 284/30,49.5956,17.2558,1,0
Jazzmine Club," Dolní 183, 591 01 Žďár nad Sázavou",49.5662,15.938,1,0
Kino Slavia,Nerudova 437,49.9658,12.7003,1,0
Amfiteátr V Jamě,Masarykova,49.0086,17.5819,1,0
Muzeum války 1866,Chlum 66,50.2784,15.7408,1,0
Městské divadlo Mnichovo Hradiště,Masarykovo náměstí 299,50.5228,14.9742,1,0
Městské kulturní centrum Fulnek,Palackého 305,49.7169,17.9069,1,0
Liberecká radnice,Dr. E. Beneše 1/1,50.7698,15.0583,1,0
Šolcův dům,"U Jezu 96, Perštýn",50.7648,15.053,1,0
Městské divadlo v Prostějově,Vojáčkovo náměstí 1,49.4734,17.1144,1,0
Flop shop,Ztracená 267/32,49.5951,17.2541,1,0
Městské kulturní středisko Třebíč,Karlovo nám. 58/47,49.2155,15.88,1,0
Knihovna BBB,Velehradská třída 714,49.0702,17.4619,1,0
Knihovna Červený Hrádek,"Červenohrádecká, 53",49.7565,13.4562,1,0
Dům kultury Frenštát pod Radhoštěm,Dr. Parmy 254,49.5438,18.2147,1,0
Knihovna biologických oborů,Šlechtitelů 27,49.5756,17.2802,1,0
Knihovna Přírodovědecké fakulty UP (hlavní budova),17. listopadu 1192/12,49.5923,17.2633,1,0
Knihovna Právnické fakulty UP,tř. 17. listopadu 6,49.5901,17.262,1,0
Knihovna Lékařské fakulty UP,Hněvotínská 3,49.5863,17.2366,1,0
Kulturní dům Veselí nad Moravou,"náměstí Míru 667, 698 01  ",48.9515,17.3829,1,0
Kino Morava,"nám. Míru 666, 69801 ",48.9513,17.3837,1,0
Knihovna Zahradní Město,Topolová 2961/12a,50.0562,14.5079,1,0
Kašpárkova říše Olomouc,Hynaisova 11,49.5973,17.2457,1,0
Galerie výtvarného umění v Náchodě,Smiřických 272,50.4199,16.1607,1,0
Arcidiecézní muzeum Kroměříž,Sněmovní náměstí 1,49.3004,17.3935,1,0
NKZ – kulturní dům,Tyršova 1001,49.5641,16.074,1,0
Nová Perla,Kyjov 36-37,50.9166,14.4658,1,0
Synagoga Děčín,Žižkova 663/4,50.7761,14.1971,1,0
Sportovní hala Sušil,Fryčajova 901,49.4019,17.6708,1,0
Kočka v tašce - bytová scéna, U kněžské louky 2133/35,50.0947,14.4946,1,0
Rybniční zámeček,Rybniční zámeček 437,48.7843,16.7957,1,0
La Terra Coffee,Vyšehradská 1710,50.0714,14.4189,1,0
Ústřední knihovna PřF MU,Kotlářská 267/2,49.2054,16.5971,1,0
Přírodovědecká fakulta MU,Kotlářská 2,0.0,0.0,1,0
Zámek Soutice,Soutice 96,49.7246,15.0542,1,0
4D Center,Kodaňská 1441/46,50.0695,14.4633,1,0
U Konkurence,Babičkova 17,49.2119,16.6201,1,0
RC MaTáTa Husovice,Dukelská tř. 49/9,49.2134,16.6361,1,0
Nové sídlo NPÚ Praha,Liliová 5,50.0848,14.4165,1,0
The Whisky Shop,Pekařská 413/28,49.1922,16.6014,1,0
Restaurace U Přístavu,U Malé řeky 623,49.9745,14.3965,1,0
Tyjátr,Purkyňova 250/17,49.7531,16.4715,1,0
Gymnázium Františka Křižíka,Sokolovská 1165/54,49.7713,13.3708,1,0
Club Záhoří,Dr. Horáka 1344/19A,49.4655,17.107,1,0
KD Šumvald,"Šumvald 22, Šumvald u Uničova",49.831,17.1328,1,0
Smetanovy sady,Gothardská,50.3648,15.6398,1,0
Střední škola polytechnická Olomouc,Rooseveltova 472/79,49.5809,17.2592,1,0
Big Smokers,Dělnická 643/40,50.103,14.4509,1,0
Dům kultury Koruna,Hálkova 105,50.3704,15.632,1,0
Špejle,Jindřišská 16,50.0838,14.4284,1,0
Kiosek Kafebar Letná,Šmeralova 146/6,50.1007,14.4227,1,0
Cocktail bar Lanterna,Leskové 659,49.3712,18.3564,1,0
Florentinum,Na Florenci 2116/15,50.0889,14.4353,1,0
Potrefená husa Na Verandách,Nádražní 43/84,50.0685,14.4066,1,0
Clarion Grandhotel Zlatý Lev,Gutenbergova 126/3,50.7688,15.0615,1,0
Knihkupectví Meander,Vratislavova 7,50.067,14.4179,1,0
Víno-klub Brno,tř. Kpt. Jaroše 28,49.204,16.6109,1,0
Music Club Kravín,Sychrov 1068,49.148,17.9983,1,0
Dutch Pub,Vladislavova 1390/17,50.0807,14.4209,1,0
Stará Lípa,Liberecká 16,50.6844,14.5561,1,0
Jean Paul's Bistro,Holandská 10,49.1819,16.6059,1,0
Sushi Miomi,Dolní náměstí 113/25,49.5916,17.2539,1,0
Společenský dům Sušil,Fryčajova 901,49.402,17.6711,1,0
Závitkárna,Haškova,50.1004,14.4282,1,0
Hotel Lazaretní,Lazaretní 801/6,49.2024,16.6326,1,0
St. Martin,Vlašská 7,50.0873,14.4001,1,0
Náměstí Organizace spojených národů,nám. Organizace spojených národů,50.1112,14.5026,1,0
Ministerstvo zemědělství,Těšnov 65/17,50.0931,14.4369,1,0
Hotel Emerald,Žatecká 17/7,50.0887,14.4175,1,0
Pracovna ženy s.r.o. Praha,Karlínské náměstí 238/6,50.0922,14.4487,1,0
Vinárna V Bobuli,Zborovská 37,50.0783,14.407,1,0
Symbios,Křenová 57,49.1915,16.623,1,0
SONS,Krakovská 1695/21,50.0793,14.4282,1,0
Courtyard by Marriott Prague City,Lucemburská 1644/46,50.0789,14.4597,1,0
Hotel Belvedere,Milady Horákové 19,50.0993,14.4304,1,0
Klub Vzducholoď,Sladkovského 856/68,49.7414,13.3949,1,0
Czech Courses Cospace,Vinohradská 18,50.0781,14.4357,1,0
Divadélko K,Skalecká 124,49.8687,14.2594,1,0
Komunitní zahrádka Paletka,Klíčovská 913/43,50.1171,14.5112,1,0
Elsnicovo náměstí,Elsnicovo náměstí,50.1068,14.4718,1,0
Centrum sociálních služeb Bohuslava Bureše,Tusarova 1271/60,50.1018,14.454,1,0
Gaute,,49.2022,16.6076,1,0
Sídliště Na Dědině,Vlastina,50.0899,14.3098,1,0
Café NG Šternberk,Hradčanské nám. 57/15,50.0906,14.3967,1,0
Městská galerie Litomyšl,Smetanovo náměstí 110,49.8705,16.3115,1,0
Portmoneum – Museum Josefa Váchala,T. Novákové 75,49.8706,16.3163,1,0
Hostinec U Suchý Dásně,Trojická 11,50.0708,14.4163,1,0
Hřbitov Vinohrady,,50.076,14.4811,1,0
Zámeček Horoměřice,"Velvarská 1, 252 62 ",50.1329,14.338,1,0
Chez Greg Arbesovo náměstí,Arbesovo náměstí 742/12,50.0766,14.4057,1,0
Zázemí,Václavská 990/12a,49.1888,16.5963,1,0
Rekomando,`Trojanova 9,50.0742,14.4156,1,0
Innside Prague Old Town,Soukenická 25,50.0916,14.4307,1,0
Hartigovský palác,Thunovská 183/18,50.0892,14.4019,1,0
DDM Rokycany,Čechova 1155,49.7371,13.5926,1,0
Palác Fénix,Václavské nám. 802/56,50.0802,14.4284,1,0
Craftbeer Bottle Shop & Bar,Zelný trh 14,49.1926,16.6083,1,0
Domov pro seniory,Donovalská 2222,50.0365,14.5066,1,0
Zámek Valeč,Valeč 1,49.1475,16.036,1,0
Jaroměřice nad Rokytnou,Náměstí Míru 1/1,49.0936,15.8922,1,0
Kostel Nejsvětější Trojice,Kuks 81,50.3976,15.8894,1,0
Rentzovo muzeum barokního tisku,Kuks 58,50.3976,15.8894,1,0
Letní kino Beroun,Na Kaplance 749/10,49.965,14.0669,1,0
Rabasova galerie Rakovník,Vysoká 232,50.1061,13.7299,1,0
Meat Beer,Washingtonova 1568/23,50.0823,14.4323,1,0
Smetanův dům,Komenského náměstí 402,49.8729,16.3076,1,0
Masarykovo divadlo Jičín,Husova 206,50.4357,15.358,1,0
Sokolovna Heřmanův Městec,Jiráskova 533,49.9498,15.666,1,0
Jiráskovo divadlo a kino,A. Jiráska 562,50.2391,15.4924,1,0
KD Střelnice,Masarykovo nám. 107,49.1457,15.0036,1,0
Klicperův dům,Riegrova 236,50.1589,15.4573,1,0
Ebel Coffee Farm,Bartolomějská 3,50.0825,14.4159,1,0
Kino Mnichovo Hradiště," I. Olbrachta 897, 295 01",50.5195,14.9756,1,0
Komunitní centrum Jahoda Nové Město,Na Slupi 1483/14,50.0703,14.4198,1,0
La Farma,Čáslavská 5,50.0761,14.46,1,0
Mistro,Moskevská 366/23,50.0693,14.4539,1,0
Bonvivant's CTC,Mánesova 55,50.0779,14.4432,1,0
Komunitní centrum Jahoda Černý Most,Vybíralova 969/2,50.1042,14.5803,1,0
Axa Lazarská, Lazarská 13/8,50.079,14.4214,1,0
IP Submarine,Bělehradská 383/122,50.076,14.4324,1,0
U Zavadilů,K Veneráku 70/1,50.0141,14.4855,1,0
Pet Heroes Shop,V Horkách 1414/4,50.0617,14.4471,1,0
Holiday Inn Praha,Na Pankraci 15/1684,50.0612,14.427,1,0
Chrám sv. Mikuláše,Malostranské náměstí 29,50.0878,14.4036,1,0
Triton Restaurant,Václavské náměstí 26,50.0825,14.4249,1,0
Skandál bar,Mariánské náměstí 62,49.0694,17.458,1,0
Amano,Na Poříčí 48,50.0902,14.4367,1,0
Bellevue,Smetanovo nábřeží 329/18,50.0843,14.4136,1,0
Pandora Music Club,Václavské náměstí 1,49.6893,14.0139,1,0
Café Terasy,Nádražní 195,50.4713,15.3807,1,0
Zdenek's Oyster Bar,Malá Štupartská 636/5 ,50.0882,14.4244,1,0
Mezičasy café,Betlémská 5,50.0837,14.4147,1,0
Tonkin Kafé,Opletalova 928/20,50.0818,14.4306,1,0
Cohiba Atmosphere Bar,Kaprova 5,50.0885,14.4172,1,0
Kaple sv. Cyrila a sv. Metoděje,Stromořadní,48.756,16.8932,1,0
Zámecká kaple Valtice,Zámek Valtice,48.7397,16.7556,1,0
Na břehu Rhôny Karlín,Rohanské nábř. 657/7,50.0942,14.4474,1,0
Trojský sklep,Povltavská 44/20,50.116,14.4183,1,0
Fair Food Club,U Nemocnice 4 (vchod z ulice Pod Větrovem),50.0732,14.423,1,0
Fakulta přírodovědně-humanitní a pedagogická TUL,Univerzitní náměstí 1,50.7733,15.0763,1,0
Delight,Stroupežnického 21,50.0714,14.4026,1,0
Fresh bistro Kantýna,Radobyčická 22,49.7381,13.3771,1,0
Ristorante Prosecco,Prosecká 852/66,50.1186,14.5004,1,0
Na břehu Rhôny Za rohem,Rašínovo nábř. 410/32,50.0683,14.415,1,0
Místo u dvou přátel,Masarykova 194,49.9112,15.3938,1,0
Restaurace u Bansethů a Sousedský pivovar Bašta,Táborská 389/49,50.0627,14.4399,1,0
Nový společenský sál KVIC Brno-Vinohrady,Bzenecká 23,49.2075,16.6569,1,0
U Černého orla,Mostecká 279/11,50.0872,14.4057,1,0
Jídelna Luke,Karásek 1767/1,49.2512,16.5922,1,0
Trifot,Seydlerova 2835/4,50.0507,14.3491,1,0
Kostel sv. Lukáše,Křečovice 29,49.7203,14.4729,1,0
HF Pastry Academy,Střížkovská 8/9,50.1232,14.4808,1,0
Franck & Thierry,Kopečna 46,49.1914,16.6039,1,0
Chateau St. Havel,Před nádražím 6,50.0352,14.4477,1,0
VinoDoc,Na Pankráci 125,50.0525,14.4393,1,0
Whisky & Kilt,Legerova 26,50.0716,14.431,1,0
Boromeum,Špitálská 2,50.2104,15.8324,1,0
Akademie hotelnictví a cestovního ruchu Plzeň, Nade Mží 1,49.7467,13.3511,1,0
Pannyruty,Minská 775/4,50.0673,14.458,1,0
Wake Up Café,Pasecká 511,50.087,14.5628,1,0
Sluneční terasa T-Anker,Náměstí Republiky 656/8,50.0891,14.4277,1,0
Vintage Coffee,Charbulova 214/38,49.1874,16.6334,1,0
Flexup,Jilská 14,50.0852,14.4192,1,0
Rolls Bros.,Václavské náměstí 28,50.0824,14.425,1,0
Dos Mundos Café,Milady Horákové 38,50.0999,14.4279,1,0
Urxova 10,Urxova 10,50.095,14.4576,1,0
Hotel Via Ironia,Javornického 30,49.9504,16.1609,1,0
Café Bonifáco,Trávníky 29,49.2096,16.6185,1,0
Café Jan,Havlíčkova 661/11,49.591,17.2486,1,0
Café Elektric,Ovocný trh 6,50.086,14.4242,1,0
Akademické konferenční centrum,Husova 4a,50.0845,14.4183,1,0
U Mecenáše,Malostranské náměstí 261/10,50.0877,14.4027,1,0
Bistro à Table,Mařákova 10,50.0987,14.4031,1,0
Kostel sv. Jana Nepomuckého,Na Hradě 92/4,50.2111,15.8322,1,0
Buchta B,Štefánikova 16,49.2091,16.6038,1,0
Café bar Lampičky,Koněvova 173,50.0924,14.481,1,0
Nebu Restaurant,Náměstí Padlých 95,50.1115,14.3224,1,0
BlackDog Cantina Praha,Gorazdova 1,50.0735,14.4149,1,0
Cellarius Karlín,Karlínské náměstí 5,50.0924,14.4488,1,0
NYX hotel,Panská 9,50.084,14.4279,1,0
Artista,U Zvonařky 1 ,50.0698,14.4345,1,0
Weinort,Španělská 6,50.0795,14.4343,1,0
U Klokočníka,Na veselí 702/48,50.0587,14.4419,1,0
LaStura,Hraniční 622/12,49.7587,13.4288,1,0
Wolfgang Store,Vachova 8,49.1959,16.6117,1,0
Wine Bar,U Michelského mlýna 1569/1,50.0537,14.4521,1,0
Fresh & Fat Bistro,Štefánikova 21,50.074,14.4036,1,0
Château Šafaříkova,Šafaříkova 319/18,50.0714,14.4342,1,0
Oliveira Wine Tapas Market,Čermákova 1231/4,50.0711,14.4416,1,0
La Veranda,Elišky Krásnohorské 2,50.0903,14.42,1,0
Belcredi Bistro,Milady Horákové 19,50.0993,14.4304,1,0
Chez Greg Řípská,Řipská 1676/25,50.077,14.4522,1,0
Chez Greg Puškinovo náměstí,Puškinovo Náměsti 518/8 ,50.1032,14.4038,1,0
Warehouse1,Sokolovská 68/105,50.0947,14.4539,1,0
Bibovino,Národní 416/37,50.0828,14.4205,1,0
Speciál,Haštalská 751/12,50.0909,14.4244,1,0
Presto Meat Market,Vítkova 11,50.0914,14.4448,1,0
Brain Farm Brno,Jezuitská 6/1,49.1968,16.6095,1,0
Whiskeria,Jindřišská ,50.0856,14.4306,1,0
Krystal,Sokolovská 99/101,50.0947,14.4532,1,0
Kaiser Franz,Bekgická 17,50.0723,14.4361,1,0
Městská knihovna Frýdek-Místek,Jiráskova 506,49.6847,18.3569,1,0
Gymnázium Plzeň,Mikulášské nám. 23,49.7396,13.3874,1,0
Deli Maltez,Maltézské náměstí 13,50.0861,14.4054,1,0
Champagneria,Průchodní 4,50.0835,14.4178,1,0
Kolonáda Ferdinandova pramene,Kolonáda Ferdinandova pramene,49.9624,12.7074,1,0
George Prime Burger,Vodičkova 32,50.081,14.425,1,0
Hotel Nové Adalbertinum,Velké nám. 32,50.2096,15.8352,1,0
Bento,Komunardů 1049/13,50.1024,14.4497,1,0
TeeGschwendner,Vodičkova 30/699,50.0807,14.4243,1,0
Cellarius Budečská, Budečská 29,50.0759,14.4418,1,0
U Lachtana,Zborovská 8,50.0734,14.4083,1,0
Fajnšmekr,Finská 3,50.0717,14.4563,1,0
Restaurant Per Te,Korunní 23,50.0755,14.4417,1,0
Design Disco,Karoliny Světlé 31,50.0839,14.4142,1,0
Trhy Modrý pavilon,Štúrova 1282/12,50.0238,14.4518,1,0
Kosmetika hrou,Letenské náměstí 1,50.1003,14.423,1,0
Nutric Bistro,Vacínova 9,50.1039,14.4774,1,0
Zubštejn,Zubštejn,49.5304,16.3266,1,0
Doubles,Slezská 909/86,50.0762,14.4518,1,0
Znak,Letohradská 711/10,50.0988,14.4294,1,0
Park Peliny,Park Peliny,50.0034,16.2335,1,0
Víno klub,Benediktská 3,50.0899,14.4266,1,0
Starý pivovar,Prusinovského 114,49.2975,17.3935,1,0
Masarykův salonek,Hybernská 13,50.0874,14.4335,1,0
Alifea,Zborovská 739/32,50.0773,14.4074,1,0
Coffee Source Showroom,Štěrboholská 560/73,50.0629,14.5334,1,0
Klubíčko Vinohrady,Římská 43,50.0768,14.4382,1,0
iAtelier,Perlová 7,49.7485,13.38,1,0
Enjoy Coffee,Klatovská 528/6,49.6914,13.3512,1,0
Usedlost Ladronka,Tomanova 1028/1,50.0787,14.3567,1,0
Avion 58,Komunardů 42,50.1058,14.4502,1,0
Crazy Daisy,Václavské náměstí 773/4,50.0837,14.4237,1,0
Městské sady Opava,Jeselská,49.9507,17.8869,1,0
Na Nové radnici,U Radnice 1,50.087,14.4201,1,0
Knajpička,Sokolovská 100/94,50.0935,14.4524,1,0
Cafe Spirit,Malešická 19,50.0869,14.4688,1,0
Café Jirásek,Evropská 664/134,50.099,14.3654,1,0
Limpid Works,Donská 9,50.0706,14.4472,1,0
Bar akademie,Lipová 17,49.1943,16.5823,1,0
Richard's Kitchen,Vyšehradská 43,50.071,14.4187,1,0
Locco,Palackého 7,50.0811,14.4233,1,0
Pivo a párek Vinohrady,Korunní 105,50.0756,14.4549,1,0
Pivo a párek Žižkov,Bořivojova 58,50.0837,14.4517,1,0
Alliance Française de Brno,Moravské náměstí 690/15,49.2002,16.6074,1,0
Fashion Bistro,Kostečná 121/3,50.0892,14.4201,1,0
Styl&Interier,Vodičkova 708/35,50.0816,14.4245,1,0
Breadgap,Tržiště 371/3,50.087,14.4031,1,0
Doruky Drink,Korunní 62,50.0752,14.4472,1,0
Microsoft Event venue,Vyskočilova 1561/4a,50.048,14.4574,1,0
VaNa1,Václavské náměstí 1,50.0841,14.4243,1,0
Balu Project,Pod Krejcárkem 2,50.0967,14.4771,1,0
Cafe Pointa,Na Valech 2,50.0969,14.4075,1,0
Pipca,Milady Horákové 28,50.0997,14.4292,1,0
The Bistro,Londýnská 71,50.0761,14.4328,1,0
Martinez Bar,Budečská 19,50.0749,14.4418,1,0
Café Millème,Klimentská 34,50.092,14.4315,1,0
Kaférna Praha,Nerudova 32,50.0886,14.3986,1,0
If Café Tylovo náměstí,Tylovo náměstí 2,50.0747,14.432,1,0
ZanziBar Beroun,Kostelní 2,49.9634,14.0713,1,0
Dům kávy,Jirečkova 1012/9,50.0992,14.4235,1,0
Sportcentrum YMCA,Na Poříčí 12,50.089,14.4313,1,0
Vinograf Míšenská,Míšeňská 8,50.0878,14.4078,1,0
U Zelenina,Jeronýmova 4,50.0864,14.4485,1,0
Solárium Fitness BBC,Vinohradská 190,50.0781,14.4759,1,0
Lindner Hotel Prague Castle,Strahovská 128,50.0862,14.3874,1,0
Amfiteátr Hukvaldy,,49.6169,18.2264,1,0
Brno šije,"Veveří 476, 602 00 ",49.2017,16.5986,1,0
Theresian Hotel & Spa,Javoříčská 5,49.5911,17.2497,1,0
The ACT Prague,Na Královce 31/4,50.0697,14.4493,1,0
Rekreační areál Kamínka,Roštín 188,49.1858,17.3082,1,0
Bianco e Nero,Na Florenci 2116/15,50.0889,14.4353,1,0
Církev československá husitská,Wuchterlova 523/5,50.0976,14.397,1,0
Státní zámek Litomyšl,"Jiráskova 93, Zámecké návrší",49.8734,16.3127,1,0
Fakultní mateřská škola se speciální péčí,Arabská 681/20,50.0986,14.3575,1,0
Radonická beseda,V Uličce 3,50.1553,14.5753,1,0
Gogolák+Grasse,Milady Horákové 25,50.0993,14.4296,1,0
Městské muzeum Mariánské Lázně,Goethovo nám. 11/11,49.977,12.7085,1,0
VisitInn Cafe,Sokolovská 399/196,50.1028,14.478,1,0
Sportovní areál Komec,"Hněvkovského 730/62c, 61700",49.1662,16.6309,1,0
Letecké muzeum Koněšín,Radarka Koněšín,49.1894,16.0539,1,0
Na Baště,Letenské sady 1574,50.096,14.4203,1,0
Vysoká škola ekonomie a managementu,Nárožní 2006/9a,50.053,14.3322,1,0
By The Way Bistro,Rašínovo nábř. 382/60,50.0714,14.4144,1,0
Hrad Svojanov,Hrad Svojanov,49.6273,16.4083,1,0
Restaurant Blue Wagon,Uruguayská 19,50.0741,14.4382,1,0
Hotel Palcát,9. května 2471,49.4129,14.6666,1,0
Top Hotel Praha,Blažimská 1781/4,50.0413,14.4954,1,0
Státní hrad Rabí,Rabí 53,49.2798,13.6189,1,0
Kotnov,Klokotská ulice,49.4123,14.6564,1,0
Pivovar Český Brod,Tuchorazská 1433,50.0697,14.8576,1,0
Letní kino Vimperk,Hřbitovní,49.0581,13.7707,1,0
Komunitní centrum Agape,Masarykovo náměstí 4,49.8539,18.5407,1,0
Art Factory,Václavská 6,49.1893,16.5973,1,0
Dělnický dům Blansko,Hybešova 1,49.3593,16.6477,1,0
Komerčně industriální park Kbely,Mladoboleslavská 15/347 ,50.1246,14.5315,1,0
KD Zbraslav u Brna,Šlapalova 380,49.2213,16.292,1,0
Kofárna,Zborovská 60,50.0802,14.4072,1,0
Půdní divadlo v Magdeburských kasárnách,Tyršova 204,50.509,14.1516,1,0
"Restaurant Spices, Mandarin Oriental Hotel","Nebovidská 459/1, Malá Strana",50.0846,14.4056,1,0
ČSOB Inspirace,Jungmannovo náměstí 767/6,50.0834,14.4229,1,0
Restaurace U Černínů,Mladoboleslavská 224,50.1246,14.5315,1,0
Sokolské hřiště v Křenovicích u Slavkova,Křenovice u Slavkova,49.1422,16.8293,1,0
Kulturní dům Příbram,Legionářů 400,49.6813,14.0009,1,0
Park 7,Veletržní 20,50.1024,14.4317,1,0
Chill Inn Prague,Rybná 16,50.0896,14.4262,1,0
Autocamp Obora,Rakovecká 72,49.2551,16.477,1,0
Veg Teg,Trojická 8,50.0707,14.4156,1,0
Galerie Sýpka,Komenského 1,49.4717,17.9701,1,0
Kulturní dům Echo,Novosady 1380,49.5252,17.5864,1,0
Gran Fierro,Voršilská 14 ,50.0814,14.4166,1,0
Parkhotel Praha,Veletržní 1502/20,50.1024,14.4317,1,0
Kavárna u stromečku,Elišky Přemyslovny 433,49.9731,14.3927,1,0
Time Café Křižovatka,Václavské náměstí 62,50.0795,14.4293,1,0
Pub & Club U Lažanských,Smetanovo nábřeží 1012/2,50.0817,14.4132,1,0
Fresco Gusto,Národních hrdinů 312,50.087,14.5768,1,0
Obývák Caffé Bar,Na Palouku 8,50.0787,14.4885,1,0
Lokal Blok,Nám. 14. října 10,50.073,14.4051,1,0
Gurmáský palác Julius Meinl,28. října 13,50.084,14.4229,1,0
Bistro & Obchod No. 19,Karolíny Světlé 19,50.0827,14.4145,1,0
Centrum Kociánka,Kociánka 93/2,49.2257,16.6027,1,0
InDance centrum Hostivař,Gercenova 10,50.0506,14.5444,1,0
Hotel Fusion,Panská 9,50.084,14.428,1,0
Pivovar Ferdinand,Táborská 306,49.7796,14.6895,1,0
Red Pif,Betlémská 9,50.0838,14.4154,1,0
Relax Café Bar,Dlážděná 4,50.0867,14.4322,1,0
Mad Bar,Plaská 623/5,50.0805,14.4059,1,0
Jazz Bar hotelu Angelo,Radlická 1G,50.058,14.389,1,0
Amabila,Slezská 72,50.0762,14.4503,1,0
Státní zámek Konopiště,,49.7793,14.6566,1,0
Creative Gate,Jindřišská 5,50.0833,14.4271,1,0
Vojenské Kasárny Benešov,,49.7744,14.6878,1,0
Areál pod Světem,Novohradská 224,49.0008,14.7727,1,0
Galerie Města Blanska,Dvorská 2,49.3652,16.6448,1,0
Popmuseum,Bělohorská 150,50.0835,14.3607,1,0
Základní škola Waldorfska,Na Mlýnici 611/36,49.8566,18.2697,0,11
Komerční banka Palmovka,Zenklova 351/12,50.1032,14.4739,0,9
The Hotel Fitzgerald,Vítkova 151/26,50.092,14.4451,0,8
Kulturní dům Dolní Kralovice,nám. L. Svobody 2,49.6448,15.1778,0,7
Vodní tvrz,Zámecké nám. 1,50.2297,17.2072,0,6
Muzeum T. G. M.,Žižkovo náměstí 1,50.1061,13.7397,0,6
Zbraslavské náměstí,Zbraslavské náměstí,49.976,14.3934,0,5
Caffesion Gallery,Střelecký ostrov 336,50.0805,14.4105,0,5
La Macumba,Štefánikova 230,50.0727,14.4035,0,5
Bořislavka Centrum,Evropská 866,50.0984,14.3655,0,5
